family,form,example,a,b,total,prompt,graph_id,rank,layer,position,feature,feature_id,edge_to_target,abs_edge
addition,explicit,0,1,2,3,calc: 1+2=,addition_explicit_0,49,20,7,5484,L20_F5484,0.1180419921875,0.1180419921875
addition,explicit,0,1,2,3,calc: 1+2=,addition_explicit_0,50,18,6,13696,L18_F13696,0.11749267578125,0.11749267578125
addition,explicit,0,1,2,3,calc: 1+2=,addition_explicit_0,51,25,7,2178,L25_F2178,-0.11700439453125,0.11700439453125
addition,explicit,0,1,2,3,calc: 1+2=,addition_explicit_0,52,2,7,11080,L2_F11080,-0.11627197265625,0.11627197265625
addition,explicit,0,1,2,3,calc: 1+2=,addition_explicit_0,53,15,7,9524,L15_F9524,-0.11553955078125,0.11553955078125
addition,explicit,0,1,2,3,calc: 1+2=,addition_explicit_0,54,25,7,12771,L25_F12771,0.114990234375,0.114990234375
addition,explicit,0,1,2,3,calc: 1+2=,addition_explicit_0,55,22,7,1234,L22_F1234,-0.1141357421875,0.1141357421875
addition,explicit,0,1,2,3,calc: 1+2=,addition_explicit_0,56,17,7,10088,L17_F10088,0.114013671875,0.114013671875
addition,explicit,0,1,2,3,calc: 1+2=,addition_explicit_0,57,23,7,4940,L23_F4940,0.1136474609375,0.1136474609375
addition,explicit,0,1,2,3,calc: 1+2=,addition_explicit_0,58,25,7,11569,L25_F11569,0.11224365234375,0.11224365234375
addition,explicit,0,1,2,3,calc: 1+2=,addition_explicit_0,59,25,7,9028,L25_F9028,0.111083984375,0.111083984375
addition,explicit,0,1,2,3,calc: 1+2=,addition_explicit_0,60,22,7,7801,L22_F7801,0.11090087890625,0.11090087890625
addition,explicit,0,1,2,3,calc: 1+2=,addition_explicit_0,61,22,7,11592,L22_F11592,0.10955810546875,0.10955810546875
addition,explicit,0,1,2,3,calc: 1+2=,addition_explicit_0,62,16,7,8401,L16_F8401,0.108642578125,0.108642578125
addition,explicit,0,1,2,3,calc: 1+2=,addition_explicit_0,63,25,7,9443,L25_F9443,0.10809326171875,0.10809326171875
addition,explicit,0,1,2,3,calc: 1+2=,addition_explicit_0,64,14,7,3704,L14_F3704,-0.10711669921875,0.10711669921875
addition,explicit,0,1,2,3,calc: 1+2=,addition_explicit_0,65,25,7,7346,L25_F7346,0.10699462890625,0.10699462890625
addition,explicit,0,1,2,3,calc: 1+2=,addition_explicit_0,66,22,7,15481,L22_F15481,0.10662841796875,0.10662841796875
addition,explicit,0,1,2,3,calc: 1+2=,addition_explicit_0,67,21,7,14740,L21_F14740,0.105712890625,0.105712890625
addition,explicit,0,1,2,3,calc: 1+2=,addition_explicit_0,68,23,7,57,L23_F57,0.10223388671875,0.10223388671875
addition,explicit,0,1,2,3,calc: 1+2=,addition_explicit_0,69,17,7,15942,L17_F15942,-0.10003662109375,0.10003662109375
addition,explicit,0,1,2,3,calc: 1+2=,addition_explicit_0,70,4,7,9653,L4_F9653,-0.09722900390625,0.09722900390625
addition,explicit,0,1,2,3,calc: 1+2=,addition_explicit_0,71,1,7,1412,L1_F1412,-0.09686279296875,0.09686279296875
addition,explicit,0,1,2,3,calc: 1+2=,addition_explicit_0,72,24,7,8114,L24_F8114,-0.09588623046875,0.09588623046875
addition,explicit,0,1,2,3,calc: 1+2=,addition_explicit_0,73,23,7,6589,L23_F6589,0.09564208984375,0.09564208984375
addition,explicit,0,1,2,3,calc: 1+2=,addition_explicit_0,74,24,7,10877,L24_F10877,-0.09539794921875,0.09539794921875
addition,explicit,0,1,2,3,calc: 1+2=,addition_explicit_0,75,25,7,10325,L25_F10325,0.09527587890625,0.09527587890625
addition,explicit,0,1,2,3,calc: 1+2=,addition_explicit_0,76,0,7,9890,L0_F9890,-0.0927734375,0.0927734375
addition,explicit,0,1,2,3,calc: 1+2=,addition_explicit_0,77,19,7,864,L19_F864,0.08642578125,0.08642578125
addition,explicit,0,1,2,3,calc: 1+2=,addition_explicit_0,78,2,7,3062,L2_F3062,-0.0836181640625,0.0836181640625
addition,explicit,0,1,2,3,calc: 1+2=,addition_explicit_0,79,23,7,782,L23_F782,-0.08319091796875,0.08319091796875
addition,explicit,0,1,2,3,calc: 1+2=,addition_explicit_0,80,22,7,3775,L22_F3775,0.0828857421875,0.0828857421875
addition,applied,0,1,2,3,A shelf has 1 books and receives 2 more. How many books now?,addition_applied_0,1,24,17,13541,L24_F13541,0.423095703125,0.423095703125
addition,applied,0,1,2,3,A shelf has 1 books and receives 2 more. How many books now?,addition_applied_0,2,25,17,15920,L25_F15920,0.392822265625,0.392822265625
addition,applied,0,1,2,3,A shelf has 1 books and receives 2 more. How many books now?,addition_applied_0,3,25,17,14744,L25_F14744,0.37060546875,0.37060546875
addition,applied,0,1,2,3,A shelf has 1 books and receives 2 more. How many books now?,addition_applied_0,4,25,17,4717,L25_F4717,0.357177734375,0.357177734375
addition,applied,0,1,2,3,A shelf has 1 books and receives 2 more. How many books now?,addition_applied_0,5,17,17,5318,L17_F5318,-0.284912109375,0.284912109375
addition,applied,0,1,2,3,A shelf has 1 books and receives 2 more. How many books now?,addition_applied_0,6,0,17,13004,L0_F13004,-0.28466796875,0.28466796875
addition,applied,0,1,2,3,A shelf has 1 books and receives 2 more. How many books now?,addition_applied_0,7,24,17,16012,L24_F16012,-0.25634765625,0.25634765625
addition,applied,0,1,2,3,A shelf has 1 books and receives 2 more. How many books now?,addition_applied_0,8,25,17,13822,L25_F13822,0.25244140625,0.25244140625
addition,applied,0,1,2,3,A shelf has 1 books and receives 2 more. How many books now?,addition_applied_0,9,1,17,1412,L1_F1412,-0.235595703125,0.235595703125
addition,applied,0,1,2,3,A shelf has 1 books and receives 2 more. How many books now?,addition_applied_0,10,21,17,11951,L21_F11951,-0.232177734375,0.232177734375
addition,applied,0,1,2,3,A shelf has 1 books and receives 2 more. How many books now?,addition_applied_0,11,23,17,13382,L23_F13382,-0.2252197265625,0.2252197265625
addition,applied,0,1,2,3,A shelf has 1 books and receives 2 more. How many books now?,addition_applied_0,12,21,17,157,L21_F157,-0.20263671875,0.20263671875
addition,applied,0,1,2,3,A shelf has 1 books and receives 2 more. How many books now?,addition_applied_0,13,0,17,6688,L0_F6688,-0.17919921875,0.17919921875
addition,applied,0,1,2,3,A shelf has 1 books and receives 2 more. How many books now?,addition_applied_0,14,22,17,3427,L22_F3427,0.1607666015625,0.1607666015625
addition,applied,0,1,2,3,A shelf has 1 books and receives 2 more. How many books now?,addition_applied_0,15,15,17,12499,L15_F12499,-0.156494140625,0.156494140625
addition,applied,0,1,2,3,A shelf has 1 books and receives 2 more. How many books now?,addition_applied_0,16,24,17,1260,L24_F1260,-0.1513671875,0.1513671875
addition,applied,0,1,2,3,A shelf has 1 books and receives 2 more. How many books now?,addition_applied_0,17,16,17,13745,L16_F13745,-0.144287109375,0.144287109375
addition,applied,0,1,2,3,A shelf has 1 books and receives 2 more. How many books now?,addition_applied_0,18,0,17,1569,L0_F1569,0.1435546875,0.1435546875
addition,applied,0,1,2,3,A shelf has 1 books and receives 2 more. How many books now?,addition_applied_0,19,24,17,12843,L24_F12843,0.139404296875,0.139404296875
addition,applied,0,1,2,3,A shelf has 1 books and receives 2 more. How many books now?,addition_applied_0,20,0,3,14824,L0_F14824,0.13720703125,0.13720703125
addition,applied,0,1,2,3,A shelf has 1 books and receives 2 more. How many books now?,addition_applied_0,21,23,17,8967,L23_F8967,-0.1319580078125,0.1319580078125
addition,applied,0,1,2,3,A shelf has 1 books and receives 2 more. How many books now?,addition_applied_0,22,23,17,383,L23_F383,-0.131591796875,0.131591796875
addition,applied,0,1,2,3,A shelf has 1 books and receives 2 more. How many books now?,addition_applied_0,23,17,17,2510,L17_F2510,0.131103515625,0.131103515625
addition,applied,0,1,2,3,A shelf has 1 books and receives 2 more. How many books now?,addition_applied_0,24,25,17,8566,L25_F8566,0.1307373046875,0.1307373046875
addition,applied,0,1,2,3,A shelf has 1 books and receives 2 more. How many books now?,addition_applied_0,25,25,17,3204,L25_F3204,-0.12481689453125,0.12481689453125
addition,applied,0,1,2,3,A shelf has 1 books and receives 2 more. How many books now?,addition_applied_0,26,1,8,1840,L1_F1840,-0.12139892578125,0.12139892578125
addition,applied,0,1,2,3,A shelf has 1 books and receives 2 more. How many books now?,addition_applied_0,27,24,17,15454,L24_F15454,0.1209716796875,0.1209716796875
addition,applied,0,1,2,3,A shelf has 1 books and receives 2 more. How many books now?,addition_applied_0,28,2,17,11080,L2_F11080,-0.12054443359375,0.12054443359375
addition,applied,0,1,2,3,A shelf has 1 books and receives 2 more. How many books now?,addition_applied_0,29,21,17,11846,L21_F11846,-0.116943359375,0.116943359375
addition,applied,0,1,2,3,A shelf has 1 books and receives 2 more. How many books now?,addition_applied_0,30,4,17,8364,L4_F8364,-0.11602783203125,0.11602783203125
addition,applied,0,1,2,3,A shelf has 1 books and receives 2 more. How many books now?,addition_applied_0,31,23,17,12703,L23_F12703,-0.10931396484375,0.10931396484375
addition,applied,0,1,2,3,A shelf has 1 books and receives 2 more. How many books now?,addition_applied_0,32,3,17,3161,L3_F3161,-0.106689453125,0.106689453125
addition,applied,0,1,2,3,A shelf has 1 books and receives 2 more. How many books now?,addition_applied_0,33,19,17,9304,L19_F9304,-0.105224609375,0.105224609375
addition,applied,0,1,2,3,A shelf has 1 books and receives 2 more. How many books now?,addition_applied_0,34,21,17,7090,L21_F7090,-0.1041259765625,0.1041259765625
addition,applied,0,1,2,3,A shelf has 1 books and receives 2 more. How many books now?,addition_applied_0,35,0,2,15499,L0_F15499,-0.10406494140625,0.10406494140625
addition,applied,0,1,2,3,A shelf has 1 books and receives 2 more. How many books now?,addition_applied_0,36,23,17,3280,L23_F3280,0.10308837890625,0.10308837890625
addition,applied,0,1,2,3,A shelf has 1 books and receives 2 more. How many books now?,addition_applied_0,37,18,17,1896,L18_F1896,-0.1019287109375,0.1019287109375
addition,applied,0,1,2,3,A shelf has 1 books and receives 2 more. How many books now?,addition_applied_0,38,25,17,9695,L25_F9695,-0.09515380859375,0.09515380859375
addition,applied,0,1,2,3,A shelf has 1 books and receives 2 more. How many books now?,addition_applied_0,39,0,11,8125,L0_F8125,0.09454345703125,0.09454345703125
addition,applied,0,1,2,3,A shelf has 1 books and receives 2 more. How many books now?,addition_applied_0,40,12,17,8395,L12_F8395,0.09197998046875,0.09197998046875
addition,applied,0,1,2,3,A shelf has 1 books and receives 2 more. How many books now?,addition_applied_0,41,21,17,2666,L21_F2666,-0.0911865234375,0.0911865234375
addition,applied,0,1,2,3,A shelf has 1 books and receives 2 more. How many books now?,addition_applied_0,42,23,17,8449,L23_F8449,-0.09075927734375,0.09075927734375
addition,applied,0,1,2,3,A shelf has 1 books and receives 2 more. How many books now?,addition_applied_0,43,1,17,14137,L1_F14137,-0.0892333984375,0.0892333984375
addition,applied,0,1,2,3,A shelf has 1 books and receives 2 more. How many books now?,addition_applied_0,44,18,17,15667,L18_F15667,-0.08770751953125,0.08770751953125
addition,applied,0,1,2,3,A shelf has 1 books and receives 2 more. How many books now?,addition_applied_0,45,17,17,7437,L17_F7437,-0.087158203125,0.087158203125
addition,applied,0,1,2,3,A shelf has 1 books and receives 2 more. How many books now?,addition_applied_0,46,24,16,13541,L24_F13541,-0.08575439453125,0.08575439453125
addition,applied,0,1,2,3,A shelf has 1 books and receives 2 more. How many books now?,addition_applied_0,47,15,17,12472,L15_F12472,-0.08453369140625,0.08453369140625
addition,applied,0,1,2,3,A shelf has 1 books and receives 2 more. How many books now?,addition_applied_0,48,14,17,748,L14_F748,0.0836181640625,0.0836181640625
addition,applied,0,1,2,3,A shelf has 1 books and receives 2 more. How many books now?,addition_applied_0,49,18,17,9924,L18_F9924,0.08306884765625,0.08306884765625
addition,applied,0,1,2,3,A shelf has 1 books and receives 2 more. How many books now?,addition_applied_0,50,7,11,13828,L7_F13828,0.0816650390625,0.0816650390625
addition,applied,0,1,2,3,A shelf has 1 books and receives 2 more. How many books now?,addition_applied_0,51,0,17,7898,L0_F7898,-0.07989501953125,0.07989501953125
addition,applied,0,1,2,3,A shelf has 1 books and receives 2 more. How many books now?,addition_applied_0,52,21,17,5818,L21_F5818,-0.0791015625,0.0791015625
addition,applied,0,1,2,3,A shelf has 1 books and receives 2 more. How many books now?,addition_applied_0,53,5,17,8259,L5_F8259,0.07733154296875,0.07733154296875
addition,applied,0,1,2,3,A shelf has 1 books and receives 2 more. How many books now?,addition_applied_0,54,24,17,7270,L24_F7270,-0.07574462890625,0.07574462890625
addition,applied,0,1,2,3,A shelf has 1 books and receives 2 more. How many books now?,addition_applied_0,55,2,14,16120,L2_F16120,0.07525634765625,0.07525634765625
addition,applied,0,1,2,3,A shelf has 1 books and receives 2 more. How many books now?,addition_applied_0,56,23,17,13869,L23_F13869,0.07305908203125,0.07305908203125
addition,applied,0,1,2,3,A shelf has 1 books and receives 2 more. How many books now?,addition_applied_0,57,19,17,3722,L19_F3722,0.0712890625,0.0712890625
addition,applied,0,1,2,3,A shelf has 1 books and receives 2 more. How many books now?,addition_applied_0,58,23,17,13770,L23_F13770,0.07110595703125,0.07110595703125
addition,applied,0,1,2,3,A shelf has 1 books and receives 2 more. How many books now?,addition_applied_0,59,24,17,15269,L24_F15269,-0.070556640625,0.070556640625
addition,applied,0,1,2,3,A shelf has 1 books and receives 2 more. How many books now?,addition_applied_0,60,15,17,4571,L15_F4571,0.07000732421875,0.07000732421875
addition,applied,0,1,2,3,A shelf has 1 books and receives 2 more. How many books now?,addition_applied_0,61,16,17,439,L16_F439,0.06982421875,0.06982421875
addition,applied,0,1,2,3,A shelf has 1 books and receives 2 more. How many books now?,addition_applied_0,62,10,17,7085,L10_F7085,-0.06622314453125,0.06622314453125
addition,applied,0,1,2,3,A shelf has 1 books and receives 2 more. How many books now?,addition_applied_0,63,8,17,4552,L8_F4552,-0.0660400390625,0.0660400390625
addition,applied,0,1,2,3,A shelf has 1 books and receives 2 more. How many books now?,addition_applied_0,64,0,17,10127,L0_F10127,-0.06597900390625,0.06597900390625
addition,applied,0,1,2,3,A shelf has 1 books and receives 2 more. How many books now?,addition_applied_0,65,0,17,12044,L0_F12044,0.06597900390625,0.06597900390625
addition,applied,0,1,2,3,A shelf has 1 books and receives 2 more. How many books now?,addition_applied_0,66,24,17,5668,L24_F5668,-0.06573486328125,0.06573486328125
addition,applied,0,1,2,3,A shelf has 1 books and receives 2 more. How many books now?,addition_applied_0,67,19,17,8959,L19_F8959,-0.065673828125,0.065673828125
addition,applied,0,1,2,3,A shelf has 1 books and receives 2 more. How many books now?,addition_applied_0,68,24,16,5999,L24_F5999,0.065673828125,0.065673828125
addition,applied,0,1,2,3,A shelf has 1 books and receives 2 more. How many books now?,addition_applied_0,69,8,13,4552,L8_F4552,-0.0653076171875,0.0653076171875
addition,applied,0,1,2,3,A shelf has 1 books and receives 2 more. How many books now?,addition_applied_0,70,25,17,7186,L25_F7186,-0.06494140625,0.06494140625
addition,applied,0,1,2,3,A shelf has 1 books and receives 2 more. How many books now?,addition_applied_0,71,14,17,11604,L14_F11604,0.06488037109375,0.06488037109375
addition,applied,0,1,2,3,A shelf has 1 books and receives 2 more. How many books now?,addition_applied_0,72,23,16,8449,L23_F8449,0.0648193359375,0.0648193359375
addition,applied,0,1,2,3,A shelf has 1 books and receives 2 more. How many books now?,addition_applied_0,73,15,17,10238,L15_F10238,0.06256103515625,0.06256103515625
addition,applied,0,1,2,3,A shelf has 1 books and receives 2 more. How many books now?,addition_applied_0,74,20,17,8689,L20_F8689,0.060394287109375,0.060394287109375
addition,applied,0,1,2,3,A shelf has 1 books and receives 2 more. How many books now?,addition_applied_0,75,2,8,3992,L2_F3992,-0.059295654296875,0.059295654296875
addition,applied,0,1,2,3,A shelf has 1 books and receives 2 more. How many books now?,addition_applied_0,76,0,2,15740,L0_F15740,0.058868408203125,0.058868408203125
addition,applied,0,1,2,3,A shelf has 1 books and receives 2 more. How many books now?,addition_applied_0,77,17,17,3093,L17_F3093,-0.05841064453125,0.05841064453125
addition,applied,0,1,2,3,A shelf has 1 books and receives 2 more. How many books now?,addition_applied_0,78,5,6,562,L5_F562,0.05816650390625,0.05816650390625
addition,applied,0,1,2,3,A shelf has 1 books and receives 2 more. How many books now?,addition_applied_0,79,22,17,5015,L22_F5015,0.0579833984375,0.0579833984375
addition,applied,0,1,2,3,A shelf has 1 books and receives 2 more. How many books now?,addition_applied_0,80,24,16,483,L24_F483,-0.0567626953125,0.0567626953125
addition,implicit,0,1,2,3,Record: start=1; added=2; total=?,addition_implicit_0,1,0,12,9026,L0_F9026,0.72900390625,0.72900390625
addition,implicit,0,1,2,3,Record: start=1; added=2; total=?,addition_implicit_0,2,24,12,13541,L24_F13541,0.46826171875,0.46826171875
addition,implicit,0,1,2,3,Record: start=1; added=2; total=?,addition_implicit_0,3,25,12,15920,L25_F15920,0.382080078125,0.382080078125
addition,implicit,0,1,2,3,Record: start=1; added=2; total=?,addition_implicit_0,4,25,12,14744,L25_F14744,0.330078125,0.330078125
addition,implicit,0,1,2,3,Record: start=1; added=2; total=?,addition_implicit_0,5,23,12,22,L23_F22,0.32421875,0.32421875
addition,implicit,0,1,2,3,Record: start=1; added=2; total=?,addition_implicit_0,6,23,12,8967,L23_F8967,-0.301513671875,0.301513671875
addition,implicit,0,1,2,3,Record: start=1; added=2; total=?,addition_implicit_0,7,25,12,4717,L25_F4717,0.29345703125,0.29345703125
addition,implicit,0,1,2,3,Record: start=1; added=2; total=?,addition_implicit_0,8,24,12,5999,L24_F5999,-0.285888671875,0.285888671875
addition,implicit,0,1,2,3,Record: start=1; added=2; total=?,addition_implicit_0,9,23,12,618,L23_F618,0.235107421875,0.235107421875
addition,implicit,0,1,2,3,Record: start=1; added=2; total=?,addition_implicit_0,10,18,12,11589,L18_F11589,-0.1856689453125,0.1856689453125
addition,implicit,0,1,2,3,Record: start=1; added=2; total=?,addition_implicit_0,11,25,12,13822,L25_F13822,0.18408203125,0.18408203125
addition,implicit,0,1,2,3,Record: start=1; added=2; total=?,addition_implicit_0,12,23,12,4940,L23_F4940,0.181640625,0.181640625
addition,implicit,0,1,2,3,Record: start=1; added=2; total=?,addition_implicit_0,13,23,12,8449,L23_F8449,-0.165771484375,0.165771484375
addition,implicit,0,1,2,3,Record: start=1; added=2; total=?,addition_implicit_0,14,23,12,4314,L23_F4314,-0.150634765625,0.150634765625
addition,implicit,0,1,2,3,Record: start=1; added=2; total=?,addition_implicit_0,15,4,12,666,L4_F666,-0.145751953125,0.145751953125
addition,implicit,0,1,2,3,Record: start=1; added=2; total=?,addition_implicit_0,16,0,12,2115,L0_F2115,0.1417236328125,0.1417236328125
addition,implicit,0,1,2,3,Record: start=1; added=2; total=?,addition_implicit_0,17,24,12,417,L24_F417,-0.1412353515625,0.1412353515625
addition,implicit,0,1,2,3,Record: start=1; added=2; total=?,addition_implicit_0,18,14,12,4609,L14_F4609,-0.1378173828125,0.1378173828125
addition,implicit,0,1,2,3,Record: start=1; added=2; total=?,addition_implicit_0,19,25,12,9443,L25_F9443,0.1314697265625,0.1314697265625
addition,implicit,0,1,2,3,Record: start=1; added=2; total=?,addition_implicit_0,20,24,12,16012,L24_F16012,-0.1302490234375,0.1302490234375
addition,implicit,0,1,2,3,Record: start=1; added=2; total=?,addition_implicit_0,21,23,12,928,L23_F928,0.12420654296875,0.12420654296875
addition,implicit,0,1,2,3,Record: start=1; added=2; total=?,addition_implicit_0,22,21,12,15253,L21_F15253,-0.12396240234375,0.12396240234375
addition,implicit,0,1,2,3,Record: start=1; added=2; total=?,addition_implicit_0,23,21,12,9150,L21_F9150,-0.12115478515625,0.12115478515625
addition,implicit,0,1,2,3,Record: start=1; added=2; total=?,addition_implicit_0,24,24,12,5668,L24_F5668,-0.11474609375,0.11474609375
addition,implicit,0,1,2,3,Record: start=1; added=2; total=?,addition_implicit_0,25,21,12,11951,L21_F11951,-0.11407470703125,0.11407470703125
addition,implicit,0,1,2,3,Record: start=1; added=2; total=?,addition_implicit_0,26,0,2,16200,L0_F16200,-0.1126708984375,0.1126708984375
addition,implicit,0,1,2,3,Record: start=1; added=2; total=?,addition_implicit_0,27,21,12,447,L21_F447,-0.110107421875,0.110107421875
addition,implicit,0,1,2,3,Record: start=1; added=2; total=?,addition_implicit_0,28,1,12,14137,L1_F14137,-0.108642578125,0.108642578125
addition,implicit,0,1,2,3,Record: start=1; added=2; total=?,addition_implicit_0,29,20,12,4413,L20_F4413,-0.10809326171875,0.10809326171875
addition,implicit,0,1,2,3,Record: start=1; added=2; total=?,addition_implicit_0,30,22,12,3492,L22_F3492,0.107177734375,0.107177734375
addition,implicit,0,1,2,3,Record: start=1; added=2; total=?,addition_implicit_0,31,18,12,7883,L18_F7883,-0.10662841796875,0.10662841796875
addition,implicit,0,1,2,3,Record: start=1; added=2; total=?,addition_implicit_0,32,3,12,7029,L3_F7029,0.10400390625,0.10400390625
addition,implicit,0,1,2,3,Record: start=1; added=2; total=?,addition_implicit_0,33,25,12,10281,L25_F10281,0.10302734375,0.10302734375
addition,implicit,0,1,2,3,Record: start=1; added=2; total=?,addition_implicit_0,34,21,12,11846,L21_F11846,-0.09912109375,0.09912109375
addition,implicit,0,1,2,3,Record: start=1; added=2; total=?,addition_implicit_0,35,25,12,8117,L25_F8117,0.09735107421875,0.09735107421875
addition,implicit,0,1,2,3,Record: start=1; added=2; total=?,addition_implicit_0,36,20,12,4878,L20_F4878,-0.0950927734375,0.0950927734375
addition,implicit,0,1,2,3,Record: start=1; added=2; total=?,addition_implicit_0,37,23,12,13869,L23_F13869,0.09393310546875,0.09393310546875
