source_form,target_form,a,b,source_prompt,target_prompt,total,feature_id,layer,feature,source_activation,target_activation,baseline_margin,changed_margin,damage,mode,status
explicit,applied,1,3,calc: 1+3=,A shelf has 1 books and receives 3 more. How many books now?,4,L24_F13541,24,13541,84.9375,58.0,0.212615966796875,0.1904296875,0.022186279296875,zero,ok
explicit,applied,1,3,calc: 1+3=,A shelf has 1 books and receives 3 more. How many books now?,4,L24_F13541,24,13541,84.9375,58.0,0.212615966796875,0.22137451171875,-0.008758544921875,source_transfer,ok
explicit,applied,1,3,calc: 1+3=,A shelf has 1 books and receives 3 more. How many books now?,4,L25_F15920,25,15920,112.0625,101.75,0.212615966796875,0.2369384765625,-0.024322509765625,zero,ok
explicit,applied,1,3,calc: 1+3=,A shelf has 1 books and receives 3 more. How many books now?,4,L25_F15920,25,15920,112.0625,101.75,0.212615966796875,0.210693359375,0.001922607421875,source_transfer,ok
explicit,applied,1,3,calc: 1+3=,A shelf has 1 books and receives 3 more. How many books now?,4,L25_F14744,25,14744,60.0,68.4375,0.212615966796875,0.1864013671875,0.026214599609375,zero,ok
explicit,applied,1,3,calc: 1+3=,A shelf has 1 books and receives 3 more. How many books now?,4,L25_F14744,25,14744,60.0,68.4375,0.212615966796875,0.2097930908203125,0.0028228759765625,source_transfer,ok
explicit,applied,1,3,calc: 1+3=,A shelf has 1 books and receives 3 more. How many books now?,4,L25_F4717,25,4717,168.875,258.25,0.212615966796875,0.35595703125,-0.143341064453125,zero,ok
explicit,applied,1,3,calc: 1+3=,A shelf has 1 books and receives 3 more. How many books now?,4,L25_F4717,25,4717,168.875,258.25,0.212615966796875,0.254638671875,-0.042022705078125,source_transfer,ok
explicit,applied,1,3,calc: 1+3=,A shelf has 1 books and receives 3 more. How many books now?,4,L25_F13822,25,13822,28.0,42.6875,0.212615966796875,0.222900390625,-0.010284423828125,zero,ok
explicit,applied,1,3,calc: 1+3=,A shelf has 1 books and receives 3 more. How many books now?,4,L25_F13822,25,13822,28.0,42.6875,0.212615966796875,0.21630859375,-0.003692626953125,source_transfer,ok
explicit,applied,1,3,calc: 1+3=,A shelf has 1 books and receives 3 more. How many books now?,4,L24_F5999,24,5999,42.875,0.0,0.212615966796875,0.212615966796875,0.0,zero,ok
explicit,applied,1,3,calc: 1+3=,A shelf has 1 books and receives 3 more. How many books now?,4,L24_F5999,24,5999,42.875,0.0,0.212615966796875,0.22540283203125,-0.012786865234375,source_transfer,ok
explicit,implicit,1,3,calc: 1+3=,Record: start=1; added=3; total=?,4,L24_F13541,24,13541,84.9375,73.625,0.376953125,0.3671875,0.009765625,zero,ok
explicit,implicit,1,3,calc: 1+3=,Record: start=1; added=3; total=?,4,L24_F13541,24,13541,84.9375,73.625,0.376953125,0.37109375,0.005859375,source_transfer,ok
explicit,implicit,1,3,calc: 1+3=,Record: start=1; added=3; total=?,4,L25_F15920,25,15920,112.0625,100.5,0.376953125,0.40625,-0.029296875,zero,ok
explicit,implicit,1,3,calc: 1+3=,Record: start=1; added=3; total=?,4,L25_F15920,25,15920,112.0625,100.5,0.376953125,0.375,0.001953125,source_transfer,ok
explicit,implicit,1,3,calc: 1+3=,Record: start=1; added=3; total=?,4,L25_F14744,25,14744,60.0,62.375,0.376953125,0.36328125,0.013671875,zero,ok
explicit,implicit,1,3,calc: 1+3=,Record: start=1; added=3; total=?,4,L25_F14744,25,14744,60.0,62.375,0.376953125,0.37890625,-0.001953125,source_transfer,ok
explicit,implicit,1,3,calc: 1+3=,Record: start=1; added=3; total=?,4,L25_F4717,25,4717,168.875,218.125,0.376953125,0.517578125,-0.140625,zero,ok
explicit,implicit,1,3,calc: 1+3=,Record: start=1; added=3; total=?,4,L25_F4717,25,4717,168.875,218.125,0.376953125,0.404296875,-0.02734375,source_transfer,ok
explicit,implicit,1,3,calc: 1+3=,Record: start=1; added=3; total=?,4,L25_F13822,25,13822,28.0,31.40625,0.376953125,0.37890625,-0.001953125,zero,ok
explicit,implicit,1,3,calc: 1+3=,Record: start=1; added=3; total=?,4,L25_F13822,25,13822,28.0,31.40625,0.376953125,0.37109375,0.005859375,source_transfer,ok
explicit,implicit,1,3,calc: 1+3=,Record: start=1; added=3; total=?,4,L24_F5999,24,5999,42.875,49.9375,0.376953125,0.361328125,0.015625,zero,ok
explicit,implicit,1,3,calc: 1+3=,Record: start=1; added=3; total=?,4,L24_F5999,24,5999,42.875,49.9375,0.376953125,0.37109375,0.005859375,source_transfer,ok
explicit,subtraction,1,3,calc: 1+3=,calc: 3-1=,2,L24_F13541,24,13541,84.9375,80.375,2.6015625,2.7421875,-0.140625,zero,ok
explicit,subtraction,1,3,calc: 1+3=,calc: 3-1=,2,L24_F13541,24,13541,84.9375,80.375,2.6015625,2.59375,0.0078125,source_transfer,ok
explicit,subtraction,1,3,calc: 1+3=,calc: 3-1=,2,L25_F15920,25,15920,112.0625,111.3125,2.6015625,2.6875,-0.0859375,zero,ok
explicit,subtraction,1,3,calc: 1+3=,calc: 3-1=,2,L25_F15920,25,15920,112.0625,111.3125,2.6015625,2.6015625,0.0,source_transfer,ok
explicit,subtraction,1,3,calc: 1+3=,calc: 3-1=,2,L25_F14744,25,14744,60.0,57.03125,2.6015625,2.6171875,-0.015625,zero,ok
explicit,subtraction,1,3,calc: 1+3=,calc: 3-1=,2,L25_F14744,25,14744,60.0,57.03125,2.6015625,2.609375,-0.0078125,source_transfer,ok
explicit,subtraction,1,3,calc: 1+3=,calc: 3-1=,2,L25_F4717,25,4717,168.875,170.125,2.6015625,2.8515625,-0.25,zero,ok
explicit,subtraction,1,3,calc: 1+3=,calc: 3-1=,2,L25_F4717,25,4717,168.875,170.125,2.6015625,2.6015625,0.0,source_transfer,ok
explicit,subtraction,1,3,calc: 1+3=,calc: 3-1=,2,L25_F13822,25,13822,28.0,22.484375,2.6015625,2.5546875,0.046875,zero,ok
explicit,subtraction,1,3,calc: 1+3=,calc: 3-1=,2,L25_F13822,25,13822,28.0,22.484375,2.6015625,2.609375,-0.0078125,source_transfer,ok
explicit,subtraction,1,3,calc: 1+3=,calc: 3-1=,2,L24_F5999,24,5999,42.875,39.25,2.6015625,2.6484375,-0.046875,zero,ok
explicit,subtraction,1,3,calc: 1+3=,calc: 3-1=,2,L24_F5999,24,5999,42.875,39.25,2.6015625,2.59375,0.0078125,source_transfer,ok
explicit,multiplication,1,3,calc: 1+3=,calc: 1*3=,3,L24_F13541,24,13541,84.9375,78.25,2.7734375,2.875,-0.1015625,zero,ok
explicit,multiplication,1,3,calc: 1+3=,calc: 1*3=,3,L24_F13541,24,13541,84.9375,78.25,2.7734375,2.78125,-0.0078125,source_transfer,ok
explicit,multiplication,1,3,calc: 1+3=,calc: 1*3=,3,L25_F15920,25,15920,112.0625,111.5,2.7734375,2.8359375,-0.0625,zero,ok
explicit,multiplication,1,3,calc: 1+3=,calc: 1*3=,3,L25_F15920,25,15920,112.0625,111.5,2.7734375,2.78125,-0.0078125,source_transfer,ok
explicit,multiplication,1,3,calc: 1+3=,calc: 1*3=,3,L25_F14744,25,14744,60.0,58.6875,2.7734375,2.8046875,-0.03125,zero,ok
explicit,multiplication,1,3,calc: 1+3=,calc: 1*3=,3,L25_F14744,25,14744,60.0,58.6875,2.7734375,2.7890625,-0.015625,source_transfer,ok
explicit,multiplication,1,3,calc: 1+3=,calc: 1*3=,3,L25_F4717,25,4717,168.875,174.0,2.7734375,3.015625,-0.2421875,zero,ok
explicit,multiplication,1,3,calc: 1+3=,calc: 1*3=,3,L25_F4717,25,4717,168.875,174.0,2.7734375,2.796875,-0.0234375,source_transfer,ok
explicit,multiplication,1,3,calc: 1+3=,calc: 1*3=,3,L25_F13822,25,13822,28.0,21.953125,2.7734375,2.7734375,0.0,zero,ok
explicit,multiplication,1,3,calc: 1+3=,calc: 1*3=,3,L25_F13822,25,13822,28.0,21.953125,2.7734375,2.78125,-0.0078125,source_transfer,ok
explicit,multiplication,1,3,calc: 1+3=,calc: 1*3=,3,L24_F5999,24,5999,42.875,45.5625,2.7734375,2.8203125,-0.046875,zero,ok
explicit,multiplication,1,3,calc: 1+3=,calc: 1*3=,3,L24_F5999,24,5999,42.875,45.5625,2.7734375,2.796875,-0.0234375,source_transfer,ok
explicit,explicit,2,2,calc: 2+2=,calc: 2+2=,4,L24_F13541,24,13541,84.9375,84.9375,3.640625,3.7890625,-0.1484375,zero,ok
explicit,explicit,2,2,calc: 2+2=,calc: 2+2=,4,L24_F13541,24,13541,84.9375,84.9375,3.640625,3.640625,0.0,source_transfer,ok
explicit,explicit,2,2,calc: 2+2=,calc: 2+2=,4,L25_F15920,25,15920,115.3125,115.3125,3.640625,3.7890625,-0.1484375,zero,ok
explicit,explicit,2,2,calc: 2+2=,calc: 2+2=,4,L25_F15920,25,15920,115.3125,115.3125,3.640625,3.640625,0.0,source_transfer,ok
explicit,explicit,2,2,calc: 2+2=,calc: 2+2=,4,L25_F14744,25,14744,55.625,55.625,3.640625,3.6796875,-0.0390625,zero,ok
explicit,explicit,2,2,calc: 2+2=,calc: 2+2=,4,L25_F14744,25,14744,55.625,55.625,3.640625,3.640625,0.0,source_transfer,ok
explicit,explicit,2,2,calc: 2+2=,calc: 2+2=,4,L25_F4717,25,4717,169.875,169.875,3.640625,4.0234375,-0.3828125,zero,ok
explicit,explicit,2,2,calc: 2+2=,calc: 2+2=,4,L25_F4717,25,4717,169.875,169.875,3.640625,3.640625,0.0,source_transfer,ok
explicit,explicit,2,2,calc: 2+2=,calc: 2+2=,4,L25_F13822,25,13822,26.640625,26.640625,3.640625,3.640625,0.0,zero,ok
explicit,explicit,2,2,calc: 2+2=,calc: 2+2=,4,L25_F13822,25,13822,26.640625,26.640625,3.640625,3.640625,0.0,source_transfer,ok
explicit,explicit,2,2,calc: 2+2=,calc: 2+2=,4,L24_F5999,24,5999,37.0625,37.0625,3.640625,3.671875,-0.03125,zero,ok
explicit,explicit,2,2,calc: 2+2=,calc: 2+2=,4,L24_F5999,24,5999,37.0625,37.0625,3.640625,3.640625,0.0,source_transfer,ok
explicit,applied,2,2,calc: 2+2=,A shelf has 2 books and receives 2 more. How many books now?,4,L24_F13541,24,13541,84.9375,59.96875,0.3206787109375,0.3092041015625,0.011474609375,zero,ok
explicit,applied,2,2,calc: 2+2=,A shelf has 2 books and receives 2 more. How many books now?,4,L24_F13541,24,13541,84.9375,59.96875,0.3206787109375,0.324249267578125,-0.003570556640625,source_transfer,ok
explicit,applied,2,2,calc: 2+2=,A shelf has 2 books and receives 2 more. How many books now?,4,L25_F15920,25,15920,115.3125,100.375,0.3206787109375,0.3506202697753906,-0.029941558837890625,zero,ok
explicit,applied,2,2,calc: 2+2=,A shelf has 2 books and receives 2 more. How many books now?,4,L25_F15920,25,15920,115.3125,100.375,0.3206787109375,0.315673828125,0.0050048828125,source_transfer,ok
explicit,applied,2,2,calc: 2+2=,A shelf has 2 books and receives 2 more. How many books now?,4,L25_F14744,25,14744,55.625,68.5,0.3206787109375,0.2978515625,0.0228271484375,zero,ok
explicit,applied,2,2,calc: 2+2=,A shelf has 2 books and receives 2 more. How many books now?,4,L25_F14744,25,14744,55.625,68.5,0.3206787109375,0.31658935546875,0.00408935546875,source_transfer,ok
explicit,applied,2,2,calc: 2+2=,A shelf has 2 books and receives 2 more. How many books now?,4,L25_F4717,25,4717,169.875,255.0,0.3206787109375,0.48583984375,-0.1651611328125,zero,ok
explicit,applied,2,2,calc: 2+2=,A shelf has 2 books and receives 2 more. How many books now?,4,L25_F4717,25,4717,169.875,255.0,0.3206787109375,0.368865966796875,-0.048187255859375,source_transfer,ok
explicit,applied,2,2,calc: 2+2=,A shelf has 2 books and receives 2 more. How many books now?,4,L25_F13822,25,13822,26.640625,41.3125,0.3206787109375,0.33251953125,-0.0118408203125,zero,ok
explicit,applied,2,2,calc: 2+2=,A shelf has 2 books and receives 2 more. How many books now?,4,L25_F13822,25,13822,26.640625,41.3125,0.3206787109375,0.32415771484375,-0.00347900390625,source_transfer,ok
explicit,applied,2,2,calc: 2+2=,A shelf has 2 books and receives 2 more. How many books now?,4,L24_F5999,24,5999,37.0625,0.0,0.3206787109375,0.3206787109375,0.0,zero,ok
explicit,applied,2,2,calc: 2+2=,A shelf has 2 books and receives 2 more. How many books now?,4,L24_F5999,24,5999,37.0625,0.0,0.3206787109375,0.3309326171875,-0.01025390625,source_transfer,ok
explicit,implicit,2,2,calc: 2+2=,Record: start=2; added=2; total=?,4,L24_F13541,24,13541,84.9375,75.3125,0.40625,0.40234375,0.00390625,zero,ok
explicit,implicit,2,2,calc: 2+2=,Record: start=2; added=2; total=?,4,L24_F13541,24,13541,84.9375,75.3125,0.40625,0.40625,0.0,source_transfer,ok
explicit,implicit,2,2,calc: 2+2=,Record: start=2; added=2; total=?,4,L25_F15920,25,15920,115.3125,103.3125,0.40625,0.44140625,-0.03515625,zero,ok
explicit,implicit,2,2,calc: 2+2=,Record: start=2; added=2; total=?,4,L25_F15920,25,15920,115.3125,103.3125,0.40625,0.40234375,0.00390625,source_transfer,ok
explicit,implicit,2,2,calc: 2+2=,Record: start=2; added=2; total=?,4,L25_F14744,25,14744,55.625,62.28125,0.40625,0.390625,0.015625,zero,ok
explicit,implicit,2,2,calc: 2+2=,Record: start=2; added=2; total=?,4,L25_F14744,25,14744,55.625,62.28125,0.40625,0.40625,0.0,source_transfer,ok
explicit,implicit,2,2,calc: 2+2=,Record: start=2; added=2; total=?,4,L25_F4717,25,4717,169.875,219.25,0.40625,0.55859375,-0.15234375,zero,ok
explicit,implicit,2,2,calc: 2+2=,Record: start=2; added=2; total=?,4,L25_F4717,25,4717,169.875,219.25,0.40625,0.44140625,-0.03515625,source_transfer,ok
explicit,implicit,2,2,calc: 2+2=,Record: start=2; added=2; total=?,4,L25_F13822,25,13822,26.640625,33.34375,0.40625,0.4140625,-0.0078125,zero,ok
explicit,implicit,2,2,calc: 2+2=,Record: start=2; added=2; total=?,4,L25_F13822,25,13822,26.640625,33.34375,0.40625,0.41015625,-0.00390625,source_transfer,ok
explicit,implicit,2,2,calc: 2+2=,Record: start=2; added=2; total=?,4,L24_F5999,24,5999,37.0625,48.0,0.40625,0.390625,0.015625,zero,ok
explicit,implicit,2,2,calc: 2+2=,Record: start=2; added=2; total=?,4,L24_F5999,24,5999,37.0625,48.0,0.40625,0.40234375,0.00390625,source_transfer,ok
explicit,subtraction,2,2,calc: 2+2=,calc: 2-2=,0,L24_F13541,24,13541,84.9375,84.875,0.3828125,0.4375,-0.0546875,zero,ok
explicit,subtraction,2,2,calc: 2+2=,calc: 2-2=,0,L24_F13541,24,13541,84.9375,84.875,0.3828125,0.3828125,0.0,source_transfer,ok
explicit,subtraction,2,2,calc: 2+2=,calc: 2-2=,0,L25_F15920,25,15920,115.3125,117.6875,0.3828125,0.28125,0.1015625,zero,ok
explicit,subtraction,2,2,calc: 2+2=,calc: 2-2=,0,L25_F15920,25,15920,115.3125,117.6875,0.3828125,0.375,0.0078125,source_transfer,ok
explicit,subtraction,2,2,calc: 2+2=,calc: 2-2=,0,L25_F14744,25,14744,55.625,54.65625,0.3828125,0.3046875,0.078125,zero,ok
explicit,subtraction,2,2,calc: 2+2=,calc: 2-2=,0,L25_F14744,25,14744,55.625,54.65625,0.3828125,0.3828125,0.0,source_transfer,ok
explicit,subtraction,2,2,calc: 2+2=,calc: 2-2=,0,L25_F4717,25,4717,169.875,171.5,0.3828125,0.453125,-0.0703125,zero,ok
explicit,subtraction,2,2,calc: 2+2=,calc: 2-2=,0,L25_F4717,25,4717,169.875,171.5,0.3828125,0.3828125,0.0,source_transfer,ok
explicit,subtraction,2,2,calc: 2+2=,calc: 2-2=,0,L25_F13822,25,13822,26.640625,21.515625,0.3828125,0.390625,-0.0078125,zero,ok
explicit,subtraction,2,2,calc: 2+2=,calc: 2-2=,0,L25_F13822,25,13822,26.640625,21.515625,0.3828125,0.375,0.0078125,source_transfer,ok
explicit,subtraction,2,2,calc: 2+2=,calc: 2-2=,0,L24_F5999,24,5999,37.0625,32.65625,0.3828125,0.4140625,-0.03125,zero,ok
